server_ip,User_id,Access_page,Date_Time,URL
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Cinema,2021-05-25 22:03:37,http://127.0.0.1:8000/view_project/Cinema
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Cinema/Jahnvi,2021-05-25 22:03:39,http://127.0.0.1:8000/view_project/Cinema/Jahnvi
http://127.0.0.1:8000/,YaramadaAkshara,/welcome,2021-05-25 22:03:43,http://127.0.0.1:8000/welcome
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Mental_Health,2021-05-25 22:03:48,http://127.0.0.1:8000/view_project/Mental_Health
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Mental_Health/Causes,2021-05-25 22:03:49,http://127.0.0.1:8000/view_project/Mental_Health/Causes
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Sports,2021-05-25 22:03:57,http://127.0.0.1:8000/view_project/Sports
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Sports/Sports_5,2021-05-25 22:03:59,http://127.0.0.1:8000/view_project/Sports/Sports_5
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Art,2021-05-25 22:04:06,http://127.0.0.1:8000/view_project/Art
http://127.0.0.1:8000/,YaramadaAkshara,/view_project/Art/Ocean_1,2021-05-25 22:04:07,http://127.0.0.1:8000/view_project/Art/Ocean_1
http://127.0.0.1:8000/,VedaCharitha,/view_project/Mental_Health,2021-05-25 22:05:22,http://127.0.0.1:8000/view_project/Mental_Health
http://127.0.0.1:8000/,VedaCharitha,/view_project/Mental_Health/MenthaHealth,2021-05-25 22:05:23,http://127.0.0.1:8000/view_project/Mental_Health/MenthaHealth
http://127.0.0.1:8000/,VedaCharitha,/view_project/Technology,2021-05-25 22:05:30,http://127.0.0.1:8000/view_project/Technology
http://127.0.0.1:8000/,VedaCharitha,/view_project/Technology/Technology_5,2021-05-25 22:05:33,http://127.0.0.1:8000/view_project/Technology/Technology_5
http://127.0.0.1:8000/,VedaCharitha,/view_project/Technology/Technology_10,2021-05-25 22:05:36,http://127.0.0.1:8000/view_project/Technology/Technology_10
http://127.0.0.1:8000/,VedaCharitha,/view_project/Technology/Technology_15,2021-05-25 22:05:39,http://127.0.0.1:8000/view_project/Technology/Technology_15
http://127.0.0.1:8000/,VedaCharitha,/view_project/Art,2021-05-25 22:05:47,http://127.0.0.1:8000/view_project/Art
http://127.0.0.1:8000/,VedaCharitha,/view_project/Art/Acrylic_landscape_2,2021-05-25 22:05:50,http://127.0.0.1:8000/view_project/Art/Acrylic_landscape_2
